,focal_resource,gitonga_s,gitonga_p,portuguese,scientific,family,phylum,category,sg_dep_cat,cap_income_hot,cap_income_cold,prop_income_hot,prop_income_cold,id,ccp,gender,fish_pract,pract_cat
105,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,666.6666666666667,135.2,0.5284015852047558,0.2869269949066214,31012023MUCB03,mucucune,f,glean,glean
60,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,150.0,380.0,0.021176470588235293,0.17181069958847736,26012023MARB01,marrambone,f,shrimp_net,shrimp_net
107,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,3413.3333333333335,15750.0,0.8025078369905956,1.0,31012023MUCB04,mucucune,f,glean,glean
248,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,1350.0,383.33333333333337,0.35657686212361334,0.369774919614148,07022023CUGB03,kuguana,f,glean,glean
33,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,5000.0,1600.0,1.0,1.0,15022023JOSB07,josina_machel,m,diving,fish
227,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,1600.0,800.0,1.0,1.0,18022023ILHB03,ilha,f,glean,glean
28,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,0.0,0.0,0.23440253789213958,0.19406709176601053,15022023JOSB05,josina_machel,f,shrimp_net,shrimp_net
253,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,5940.000000000001,0.0,0.1245387453874539,0.0,07022023CUGB04,kuguana,f,drag_net,fish
116,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,4180.0,4737.333333333333,1.0,1.0,31012023MUCB06,mucucune,m,gill_net,fish
26,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,0.0,0.0,0.0,0.0,15022023JOSB04,josina_machel,m,shrimp_net,shrimp_net
216,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,16000.0,800.0,0.365567664505449,0.15337423312883436,01022023MORB07,morrumbene,m,drag_net,fish
65,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,7000.0,8400.0,0.3819570753001092,0.5442764578833693,02022023MARB02,marrambone,f,glean,glean
70,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,359.99999999999994,125.99999999999999,0.063231850117096,0.07473309608540923,02022023MARB03,marrambone,f,shrimp_net,shrimp_net
122,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,362.66666666666663,340.0,0.004963096096123494,0.01582131223825035,08022023MADB03,madava,m,fence_trap,fish
233,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,0.0,900.0,0.0,0.05870177757679062,19022023ILHB08,ilha,f,glean,glean
91,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,1439.9999999999998,725.3333333333333,0.05210693905556172,0.08060791804861665,02022023MARB07,marrambone,m,gill_net,fish
241,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,high,36000.0,1800.0,0.5132957866970842,0.11363636363636363,24012023CUGB01,kuguana,m,drag_net,fish
265,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,none,0.0,0.0,0.0,0.0,07022023CUGB07,kuguana,m,fence_trap,fish
127,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,none,2000.0,1000.0,0.22019964768056371,0.2498334443704197,08022023MADB04,madava,f,shrimp_net,shrimp_net
262,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,none,500.0,133.33333333333331,0.016611295681063124,0.012515644555694618,07022023CUGB06,kuguana,m,fence_trap,fish
144,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,none,100.0,100.0,0.043461883927795326,0.053561863952865565,08022023MADB08,madava,f,shrimp_net,shrimp_net
247,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,none,1320.0,1584.0000000000002,0.12307960893854744,0.04430103903809318,24012023CUGB02,kuguana,m,shrimp_net,shrimp_net
138,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,none,0.0,0.0,0.0,0.0,08022023MADB06,madava,m,gill_net,fish
133,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,none,1600.0,7200.0,0.20055151667084484,0.3815715093273036,08022023MADB05,madava,m,gill_net,fish
119,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,none,150.0,0.0,0.006289308176100629,0.0,08022023MADB01,madava,f,shrimp_net,shrimp_net
123,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,none,400.0,1200.0,0.005474003047195031,0.05583992554676594,08022023MADB03,madava,m,fence_trap,fish
239,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,none,3360.0,0.0,0.047907606758394526,0.0,24012023CUGB01,kuguana,m,drag_net,fish
259,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,none,1728.0,480.0,0.1329885482083487,0.04061738424045491,07022023CUGB05,kuguana,m,drag_net,fish
245,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,none,0.0,0.0,0.0,0.0,24012023CUGB02,kuguana,m,gill_net,fish
266,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,none,0.0,0.0,0.0,0.0,07022023CUGB07,kuguana,m,fence_trap,fish
263,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,none,14400.0,5200.0,0.47840531561461797,0.48811013767209016,07022023CUGB06,kuguana,m,fence_trap,fish
254,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,none,16200.0,15000.0,0.3396511237839651,0.528355054596689,07022023CUGB04,kuguana,f,shrimp_net,shrimp_net
134,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,none,12000.0,0.0,0.6016545500125344,0.0,08022023MADB05,madava,m,gill_net,fish
124,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,none,50400.0,9800.0,0.6897243839465739,0.4560260586319218,08022023MADB03,madava,m,fence_trap,fish
120,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,none,14400.0,0.0,0.6205450733752621,0.0,08022023MADB01,madava,f,fence_trap,fish
139,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,none,3850.0,5400.0,0.14648065948002537,0.5517711171662125,08022023MADB06,madava,m,gill_net,fish
145,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,none,315.0,315.0,0.1369049343725553,0.16871987145152653,08022023MADB08,madava,f,shrimp_net,shrimp_net
212,54,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,low,2625.0,8085.0,0.041482300884955754,0.18949958982772763,O1O22023MOR06,morrumbene,m,drag_net,fish
217,54,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,low,1500.0,300.00000000000006,0.031038763967443785,0.047598899936534815,01022023MORB07,morrumbene,m,drag_net,fish
260,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,high,7200.0,3024.0,0.5541189508681197,0.255889520714866,07022023CUGB05,kuguana,m,drag_net,fish
255,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,high,14256.0,9900.0,0.2988929889298893,0.34871433603381474,07022023CUGB04,kuguana,f,drag_net,fish
242,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,high,22275.0,5040.0,0.31760176801882084,0.3181818181818182,24012023CUGB01,kuguana,m,drag_net,fish
29,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,5485.714285714286,6582.857142857144,0.5188579485371871,0.5633490435264763,15022023JOSB05,josina_machel,f,shrimp_net,shrimp_net
213,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,16799.999999999996,14280.0,0.2654867256637168,0.33470057424118127,O1O22023MOR06,morrumbene,m,drag_net,fish
121,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,7800.0,1440.0,0.3522012578616352,1.0,08022023MADB01,madava,f,shrimp_net,shrimp_net
14,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,3520.0,554.3999999999999,1.0,1.0,16022023NHMUB04,nhamua,f,shrimp_net,shrimp_net
118,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,18000.0,18900.0,1.0,1.0,31012023MUCB08,mucucune,f,shrimp_net,shrimp_net
218,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,19125.0,0.0,0.39574424058490826,0.0,01022023MORB07,morrumbene,m,drag_net,fish
117,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,4200.0,2399.9999999999995,1.0,1.0,31012023MUCB07,mucucune,f,shrimp_net,shrimp_net
264,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,15200.0,5320.0,0.5049833887043189,0.4993742177722153,07022023CUGB06,kuguana,m,fence_trap,fish
94,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,3999.9999999999995,1333.3333333333335,0.9287925696594428,0.8130081300813008,02022023MARB09,marrambone,f,shrimp_net,shrimp_net
83,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,1500.0,0.0,0.053756224581560486,0.15093428321308902,02022023MARB05,marrambone,m,fence_trap,fish
224,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,2047.9999999999995,4799.999999999998,0.39767318878900054,0.37037037037037035,18022023ILHB02,ilha,f,shrimp_net,shrimp_net
228,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,9600.0,2799.9999999999995,1.0,1.0,18022023ILHB04,ilha,m,shrimp_net,shrimp_net
76,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,9600.0,5039.999999999999,0.6054054054054053,0.17614165890027955,02022023MARB04,marrambone,f,shrimp_net,shrimp_net
71,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,5333.333333333333,1360.0000000000002,0.936768149882904,0.8066429418742587,02022023MARB03,marrambone,f,shrimp_net,shrimp_net
232,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,13440.0,504.0,0.9641319942611191,0.06716417910447761,1902023ILHB06,ilha,f,shrimp_net,shrimp_net
66,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,4199.999999999999,6300.000000000001,0.6034921789741723,0.40820734341252707,02022023MARB02,marrambone,f,shrimp_net,shrimp_net
17,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,1699.9999999999995,1529.9999999999995,1.0,1.0,16022023NHMUB08,nhamua,f,shrimp_net,shrimp_net
256,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,8000.0,2500.0,0.1677289500167729,0.08805917576611483,07022023CUGB04,kuguana,f,shrimp_net,shrimp_net
58,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,1000.0,400.0,0.2873783431680588,0.374251497005988,04022023CHAB08,chamane,m,shrimp_net,shrimp_net
53,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,87.61904761904763,0.0,0.0028426866478699167,0.0,04022023CHAB07,chamane,m,hand_line,fish
240,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,0.0,0.0,0.07129108148570613,0.0,24012023CUGB01,kuguana,m,drag_net,fish
46,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,4999.999999999999,6249.999999999999,1.0,1.0,04022023CHAB05,chamane,m,shrimp_net,shrimp_net
244,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,0.0,7796.25,0.0,0.12300350496811834,24012023CUGB02,kuguana,m,shrimp_net,shrimp_net
45,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,5485.714285714286,160.0,1.0,1.0,04022023CHAB04,chamane,f,shrimp_net,shrimp_net
44,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,2560.0,1600.0,0.4121980970968529,0.45466468479496375,04022023CHAB03,chamane,m,shrimp_net,shrimp_net
249,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,924.0,0.0,0.24405705229793978,0.0,07022023CUGB03,kuguana,f,glean,glean
27,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,9099.999999999998,9099.999999999998,1.0,1.0,15022023JOSB04,josina_machel,m,shrimp_net,shrimp_net
59,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,2133.3333333333335,659.9999999999999,0.6964705882352942,0.31378600823045255,26012023MARB01,marrambone,f,shrimp_net,shrimp_net
174,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,2277.0000000000005,2640.0,1.0,1.0,14022023SAHB07,sahane,f,shrimp_net,shrimp_net
128,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,4906.666666666667,1840.0000000000002,0.6858485026423958,0.5836109260493005,08022023MADB04,madava,f,shrimp_net,shrimp_net
166,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,419.99999999999994,960.0000000000001,1.0,1.0,14022023SAHB01,sahane,m,shrimp_net,shrimp_net
163,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,2303.9999999999995,359.99999999999994,0.8452331820057779,0.40259740259740256,09032023NHCHB08,nhamaxaxa,f,shrimp_net,shrimp_net
148,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,594.5333333333333,171.73333333333332,0.42633138923415237,0.6319921491658488,17022023NHCHB01,nhamaxaxa,f,shrimp_net,shrimp_net
146,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,1633.3333333333333,1026.6666666666665,0.7098774374873237,0.5499018032494197,08022023MADB08,madava,f,shrimp_net,shrimp_net
141,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,800.0,0.0,0.1342281879194631,0.0,08022023MADB07,madava,f,glean,glean
140,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,21333.333333333332,3066.6666666666665,0.8116677235256816,0.3133514986376022,08022023MADB06,madava,m,gill_net,fish
190,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,5040.0,1959.9999999999998,0.8076923076923077,0.49915110356536496,04032023NGUB07,nguja,f,shrimp_net,shrimp_net
192,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,4619.999999999999,1407.9999999999998,1.0,1.0,04032023NGUB08,nguja,f,shrimp_net,shrimp_net
125,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,20160.0,8400.0,0.27588975357862955,0.39087947882736157,08022023MADB03,madava,m,fence_trap,fish
194,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,3200.0,4608.0,1.0,1.0,01022023MORB01,morrumbene,m,shrimp_net,shrimp_net
195,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,1388.3333333333333,952.0,0.8512160228898425,0.7968750000000001,01022023MORB02,morrumbene,f,shrimp_net,shrimp_net
261,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,2688.0000000000005,460.79999999999995,0.2068710749907647,0.03899268887083671,07022023CUGB05,kuguana,m,drag_net,fish
208,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,3333.333333333333,2400.0,0.2116650987770461,0.27312775330396477,01022023MORBO5,morrumbene,m,fence_trap,fish
135,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,0.0,8400.0,0.0,0.26674674957603167,08022023MADB05,madava,m,gill_net,fish
199,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,2333.333333333333,839.9999999999999,1.0,1.0,01022023MORB03,morrumbene,f,shrimp_net,shrimp_net
267,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,mod,0.0,0.0,0.0,0.0,07022023CUGB07,kuguana,m,fence_trap,fish
225,60,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,high,2159.9999999999995,3359.9999999999995,0.4045478582760444,0.25925925925925924,18022023ILHB02,ilha,f,glean,glean
34,60,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,high,4320.0,1680.0,0.13606911447084233,0.5,09032023JOSB08,josina_machel,f,glean,glean
48,60,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,high,519.9999999999999,320.0,0.16455696202531642,0.4137931034482759,04022023CHAB06,chamane,f,glean,glean
234,60,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,high,909.9999999999999,2912.0,0.3211713874219875,0.2550527011514245,19022023ILHB08,ilha,f,glean,glean
1,60,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,high,266.66666666666663,266.66666666666663,0.4084682440846824,0.32379072063178677,16022023NHMUB05,nhamua,f,glean,glean
12,60,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,high,159.99999999999994,612.0,0.07182628062360802,0.09116093844688772,13022023NHMUB03,nhamua,m,glean,glean
35,61,livalo,mavalo,ostra,Margaritidae,Margaritidae,mollusc,bivalve,high,27428.571428571428,1680.0,0.8639308855291576,0.5,09032023JOSB08,josina_machel,f,glean,glean
23,61,livalo,mavalo,ostra,Margaritidae,Margaritidae,mollusc,bivalve,high,0.0,16000.0,0.0,0.5517241379310345,15022023JOSB02,josina_machel,m,diving,fish
226,61,livalo,mavalo,ostra,Margaritidae,Margaritidae,mollusc,bivalve,high,1056.0,4799.999999999998,0.19777895293495507,0.37037037037037035,18022023ILHB02,ilha,f,glean,glean
25,61,livalo,mavalo,ostra,Margaritidae,Margaritidae,mollusc,bivalve,high,0.0,959.9999999999999,0.0,0.6153846153846153,15022023JOSB03,josina_machel,m,glean,glean
13,61,livalo,mavalo,ostra,Margaritidae,Margaritidae,mollusc,bivalve,high,384.9999999999999,311.99999999999994,0.0672327394209354,0.07947363864600467,13022023NHMUB03,nhamua,m,glean,glean
2,61,livalo,mavalo,ostra,Margaritidae,Margaritidae,mollusc,bivalve,high,500.0,500.0,0.5915317559153176,0.46890424481737414,16022023NHMUB05,nhamua,f,glean,glean
235,61,livalo,mavalo,ostra,Margaritidae,Margaritidae,mollusc,bivalve,high,2080.0,8666.666666666666,0.6788286125780125,0.6862455212717848,19022023ILHB08,ilha,f,glean,glean
178,63,nhamunhe,,Amêijoa,Tapes literatus,Veneridae,mollusc,bivalve,none,80.0,40.0,0.21052631578947367,0.021739130434782608,04032023NGUB02,nguja,f,glean,glean
164,63,nhamunhe,,Amêijoa,Tapes literatus,Veneridae,mollusc,bivalve,none,60.0,160.0,0.018572018159306647,0.15584415584415587,09032023NHCHB08,nhamaxaxa,f,shrimp_net,shrimp_net
196,64,lihutu,mahutu,Amêijoa,Siliqua polita,Pharidae,mollusc,bivalve,none,186.66666666666663,186.66666666666663,0.11444921316165949,0.15625,01022023MORB02,morrumbene,f,glean,glean
203,64,lihutu,mahutu,Amêijoa,Siliqua polita,Pharidae,mollusc,bivalve,none,2080.0,0.0,0.27993955421231587,0.0,01022023MOR04,morrumbene,f,glean,glean
200,64,lihutu,mahutu,Amêijoa,Siliqua polita,Pharidae,mollusc,bivalve,none,0.0,0.0,0.0,0.0,01022023MORB03,morrumbene,f,glean,glean
129,68,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,none,213.33333333333331,0.0,0.023487962419260128,0.0,08022023MADB04,madava,f,glean,glean
250,68,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,none,1045.3333333333333,653.3333333333333,0.27610494805423486,0.6302250803858521,07022023CUGB03,kuguana,f,glean,glean
204,68,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,none,3000.0,1000.0,0.5761239138647525,0.6063618290258448,01022023MOR04,morrumbene,f,glean,glean
147,68,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,none,19.2,192.0,0.008344681714136703,0.10283877878950189,08022023MADB08,madava,f,glean,glean
201,68,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,none,0.0,0.0,0.0,0.0,01022023MORB03,morrumbene,f,glean,glean
197,68,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,none,56.0,56.0,0.034334763948497854,0.04687500000000001,01022023MORB02,morrumbene,f,glean,glean
142,68,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,none,4500.0,3600.0,0.7550335570469798,0.8450704225352113,08022023MADB07,madava,f,glean,glean
172,69,simbatsani,simbatsani,,Garfarium pectinatum,Veneridae,mollusc,bivalve,none,0.0,0.0,0.0,0.0,14022023SAHB05,sahane,f,glean,glean
169,69,simbatsani,simbatsani,,Garfarium pectinatum,Veneridae,mollusc,bivalve,none,0.0,0.0,0.0,0.0,14022023SAHB03,sahane,f,glean,glean
170,69,simbatsani,simbatsani,,Garfarium pectinatum,Veneridae,mollusc,bivalve,none,700.0,400.0,1.0,0.21052631578947367,14022023SAHB04,sahane,f,glean,glean
130,70,nhakumbe,,Amêijoa,Serratina capsoides,Tellinidae,mollusc,bivalve,none,0.0,0.0,0.0,0.0,08022023MADB04,madava,f,glean,glean
150,71,nhasastani,,Amêijoa,Callista florida,Veneridae,mollusc,bivalve,high,2250.0,0.0,1.0,0.0,17022023NHCHB02,nhamaxaxa,f,glean,glean
165,71,nhasastani,,Amêijoa,Callista florida,Veneridae,mollusc,bivalve,high,40.0,26.666666666666664,0.012381345439537766,0.025974025974025976,09032023NHCHB08,nhamaxaxa,f,shrimp_net,shrimp_net
67,74,likolo,makolo,Caracóis,Potamididae,Potamididae,mollusc,gastropod,none,0.0,0.0,0.0,0.0,02022023MARB02,marrambone,f,glean,glean
77,74,likolo,makolo,Caracóis,Potamididae,Potamididae,mollusc,gastropod,none,0.0,0.0,0.0,0.0,02022023MARB04,marrambone,f,glean,glean
106,78,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,none,594.9999999999999,336.0,0.47159841479524434,0.7130730050933787,31012023MUCB03,mucucune,f,glean,glean
68,78,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,none,266.6666666666667,733.3333333333333,0.014550745725718446,0.04751619870410367,02022023MARB02,marrambone,f,glean,glean
108,78,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,none,840.0,0.0,0.19749216300940436,0.0,31012023MUCB04,mucucune,f,glean,glean
131,78,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,none,0.0,0.0,0.0,0.0,08022023MADB04,madava,f,glean,glean
136,78,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,none,224.99999999999997,600.0,0.01128102281273502,0.015898812888637648,08022023MADB05,madava,m,gill_net,fish
251,78,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,none,466.66666666666663,0.0,0.123261137524212,0.0,07022023CUGB03,kuguana,f,glean,glean
268,78,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,none,2250.0,2250.0,1.0,1.0,07022023CUGBO8,kuguana,f,glean,glean
